,Body,Tag
838,"I'm an engineer looking to future-proof my earning potential and open up some freelancing opportunities. My degree is in electrical engineering, but most of my professional experience involves working with fpgas. I've done a little board design, and some c.

I'm concerned fpgas are an increasingly niche device that will eventually get pushed out. I had identified heterogenous computing (opencl, cuda, etc...) as an interesting area on the rise that I'd like to get involved with. Also, I want to learn more about low level computing, things like kernel programming and device drivers. They seem like natural progressions given my work history and I'm also personally interested in developing these skills. But my question is - are they good business decisions? Have I overlooked something else? I have only my perspective and greatly welcome others. 
","['attracting-clients', 'business-plan']"
839,"After having completed a few projects I am searching for an alternative approach to the final process. I develop and design websites, and at the end of each project, I have a meeting with my clients to show them how to use their websites and give them a PDF instruction manual. 

Creating the manual eats up some of my time and I am looking to minimize this as much as possible.

Any suggestions?
",['project']
840,"I am coming from the other side: I am an employer.  I am looking for a site that screens developers for me.  yes, I actually have some jobs.  freelancer.com seems, for the most part, have turned into a scamming site.  what are good recommended sites with filtering of projects and developers?

I can document the problem with freelancer.com .  I recently posted a job description for a wordpress/php development on freelancer.com .  Within a day I had about 50 bids.  Exciting.  Alas, reading the responses made me somewhat suspicious.  For one, I asked everyone who bid to try out an existing website I owned---and I can see how many actually tried it out.

So, I decided to post another job:

**Project Description**

most proposals I have received on my real proposal request seems
to have been quasi-automated spam.  so, to check who is just
responding without information, here is another request:

   replicate the entire google infrastructure in wordpress and php.

 should be easy in php and wordpress, right? if you respond to this
 one with a bid, obviously you must be reading my RFPs in great detail.

 Project ID: 8424001


To my surprise, I received 80(!) bidders, most claiming to have carefully read my requirements and being confident to satisfy them.  Some added a few pretense questions.  (on my blog, I name the responders, too.)

I feel like a male in the ashley madison data base (see Gizmodo).  alas, this still leaves me with a dilemma.  I need a freelance-hiring site that has the quality that stackexchange has!
",['freelance-websites']
841,"If I'm a freelancer but I need to hire another freelancer to help me on something, do I need to send the other person tax documents (W9) and report 1099 later on?
","['legal', 'usa']"
842,"I was asked for a price by a client to layout a PSD that is very similar to this template:

http://the8guild.com/themes/html/kedavra/v2.1/2015/index.html

The layout would be built from scratch. Of course this should be responsive for smartphones and tablets, and includes some dynamic jquery widgets like sliders and masonry grids that should be customized.

Initially I asked around 2000€ (about 120 hours of work) using bootstrap for this. When I sent my price to the client, he quickly answered my email claiming that he can do this job in-house in just 8 hours, and suggested that I should reevaluate my estimation proccesses.

Now, I might admit that my initial estimation could be slightly over the top. But I can't even imagine how could you have this done in not only 8 hours, but less than a week (I mean, having this working perfectly on every device and all major browsers). Maybe I am missing something that may save me a lot of time? Any thoughts will be appreciated.
","['freelance-websites', 'estimation']"
843,"I am currently working for a client i like and i would like to maintain, but at the same time, being a freelancer, i would like to work for other clients in order to have a more diverse professional growth.

I am a programmer and i am trying to stick to working hours which leave space for a personal life, at least on the contracts. This means 7 net hours per day, times 5 days per week. If i would have to divide this among two clients, leaving one day per week for learning, networking and other work-related activities, the hours per week would be:


14 hours first client
14 hours second client
7 hours for other work related activities


If seven hours per day seems too few to you, consider that those are 7 logged hours, excluding everything but work, even picking calls or going to the toilet. In my experience and in the experience of some colleagues of mine, collecting up to even 7 net hours every day is not very common.

So, the problem is that 14 hours per week seem too few to me and i am afraid that i would not be able to be helpful for my clients, but if i go above this it becomes hard to have more than one client.

Do you think that is it possible to work professionally also with such an amount of hours per week? Does everyone change client every few months, or is there a way to actually divide week hours among different clients without giving up on your personal life? I saw at least one designer popping in and out from a company just some days, so i guess that someone manages to split the time effectively
",['time-management']
844,"I recently started a project for my fiance, who told his company about it and wants to pay me for it (great). However, they want me to give them a cost, but have expressed they don't want to pay an arm and a leg.

Usually when I do freelance work, the price is negotiated prior to the start of work. But as I mentioned, originally this was just for my fiance to help manage the work load for him only so payment was not even required.

This is a complete project management system, CRM, Payroll (time sheet entry, management only), and billing system. This system is written from the ground up in .NET WEB, fully customized to fit this companies needs. Due to the nature of their business, a typical canned program would not work with out a lot of modifications.

The company is paying for the server hosting, and because this is a web based system there will need to be updates over time to account for Browser updates and code compliance, and added features (which they agreed to pay me for). So far I have about 150 hours of coding into this system with about another 20 hours prior to being finished. After talking with the owner of the company, they already want to add more features into this system.

What can I charge for a system that originally was going to be free (to my fiance), but now the company wants to buy it from me?
","['freelance-websites', 'price']"
845,"I've been talking with a company about some improvements on their website and an app, but they don't have budget, instead they told me:


  We have no budget. Simply none. We have future profits we can share.
  That’s it.


I would love to know from other similar experiences, the legal vinculations that we could have (I live in Spain and the company is from UK), how to calculate my future income and if there are any services to manage a project like that.
","['legal', 'uk', 'spain']"
846,"I am drafting a contract with a potential client (French university) for a yearlong remote consulting job. When I wrote my own name and my personal bank account info on the contract, the admin from the financial/accounting office told me: ""We can’t directly pay on your personal bank account. We have to sign a contract with a company.""

I have never had this requirement before. I am reluctant to register a company and business bank account because of the time, paperwork, and travel required (my current country is not ideal for registering a business due to language and legal barriers).

So, I am wondering:


Is this a common requirement for freelancers? I want to make sure that me or the admin are not misinterpreting something.
Is there some simpler solution? I have heard about intermediary companies like MBO Partners; wondering about any other kind of shortcut so that I can satisfy the business requirement.

","['contracts', 'remote', 'incorporation', 'foreign-incorporation']"
847,"I am working on a huge, multifaceted application/service for a client which never seems to stop growing in size. For various reasons the client has decided they don't want anyone else to work on the project; so although I was originally hired only to develop a portion of the entire system, I am now stuck doing everything by myself.

Getting paid isn't an issue because I am billing the client hourly and they seem happy with the flexibility this gives them. However, they are adding new features to the requirements on a weekly basis, much faster than I can develop them, and there doesn't seem to be any end in sight. I have done my best to lock down the requirements but the client keeps thinking of new features they want as they develop the content that will go on the service. 

Months ago they mentioned several times that budget was an issue when considering hiring a second freelancer, but it hasn't come up since. We've already spent much more money than I assumed they had left, so I have no idea whether there is a danger that they'll run out of funding before everything is ready to go live.

My main concern is that the service will never get finished, or that by the time it gets finished it will be ready to blow over in the slightest breeze like a skyscraper of cards. I am finding myself increasingly unable to keep up with the scope - accidentally breaking features or even duplicating existing code that I forgot I wrote months ago.

Recently the client has been asking for endless analytics and views for their content. I can't imagine they will ever find any practical use for some of the data they are requesting or sorting features they want implemented. They've been changing the requirements for the content management interface so much I haven't been able to implement any of it, so it's not like they're using an existing system and realizing they need features that aren't there. They're just tacking on new features they think will be useful.


I've tried recommending they wait until the service is live and has a good deal of users before worrying about in-depth analytics (gently suggesting that all of the analytics in world are useless if the service isn't popular).
I've told them I do not specialize in some of the work they are having me do and am not the best person to do all of it; I've even told them this project is much too large for one person and they should hire a firm (they may not have the budget for a firm). 
I've suggested we hold off on some less-important features until the service goes live so we get something out the door faster
I've told them that if budget is a concern, it might be a good idea to prune some less-important features entirely


The client is very friendly and likes me a good deal; they normally take what I have to say seriously, but I can't seem to get them to ease off on new features. 
","['difficult-client', 'scope-creep']"
848,"I have been working with the same client as a writer for the last 2 years.
I had a byline etc, but I only got paid £50 per 600-700 word article in that time.
It was for a national paper. About 3 weeks ago, when one of their in-house assistants started asking me to do more work in terms of strategy and development, I asked for a raise in my fee.

After 3 weeks of negotiation, they didn't budge. I also asked them to consider me as editor for the small column, since my articles were singlehandedly propping up the column and they were asking for strategy and development. They told me there was no money, and no promotion because they didn't know what was happening.

I put in a notice of 4 more articles and said I would stop contributing after that. 

Then today, I found out they hired a new editor 2 weeks ago and are getting ready to hire more writers. So, clearly there is money! Though they keep telling me they love my work, and that they would like me to continue, my disappointment at the poor fee and no promotion is untenable. 

How would you end this; what do you say? How much notice do you give?

How should I handle this?
",['difficult-client']
849,"Background


Very small project, mostly adding content to a CMS site.
Client happy with work, but now can't pay due to lack of funds.
After several months I informed the client that I would take the work down (leaving the site in the same state as prior to the work being commenced) until such time that I have been paid.
Client now believes that since I've 'taken the work back' that I shouldn't require payment and that the matter is closed.
The site is hosted in the UK, but not by me; I believe they are registered to a third-party. 


Specifically, can anyone point to any UK legislation regarding payments that might cover this scenario? Much of what I've found covers the right for a company to reclaim products/items, and I'm not having much luck finding out my rights with regards to claiming payment for a service. I know I can point to the contract etc; what I'm looking for is a 'such and such act of 1988' that says I can still expect to be paid even if website is taken down/changed. Nothing like pointing at an objective specific law to shut down a line of argument!
","['legal', 'late-payment']"
850,"So I freelance along side my day-to-day job, and I have a couple of regular clients who are very slow at paying.

On my invoicing system I have set 30 days for payment, but payment usually arrived more like 30-60 days after invoice was delivered.

Invoices are only delivered once the job has been completed.

Knowing how these clients are slow, should I change the payment terms and chase earlier?

If I want to go full time freelance, obviously I don't want to be damaging my relationships with clients. However on the other hand, if I do go freelance full time I need to know when money is coming into the bank.

How can I handle these sort of clients? Or should I concentrate/prioritize more reliable clients?
","['payment-terms', 'late-payment']"
851,"[In canada] A small company recently asked me over email if I could do some work related wordpress blog posting for one of their clients. I never signed anything, just said it would be about $200. We never set a timetable, and the work was defined as, upload some blog posts, install and configure some plugins, change the navigation menu. All through email.

I did the majority of the work and then was asked to wait until their client finished creating their content. I waited and forgot about the project. Two months later I receive the content and was asked to put it up on the site. They also asked to me write a document on how to post content. I threw that in and asked if the project was considered complete.  They said yes. Before I could create an invoice, they came back asking questions about search engine analytics and if I could look at that account. I looked at it for them and they asked if I could add it to the site. I said yes and did. No additional fee's or monetary reimbursement was discussed for this update.The original bill has still never been produced.

It is possible that the  code injection was bungled. It looks like the script was accidentally placed inside another script - invalidating the data collection. I did test the analytics after, and it was working, but I don't know if this is an error that takes time to propagate. I also have no history of knowing who else was potentially editing files.

I was asked about the error rather bluntly, and because of previous stress related to communication with the project, I said if it was my fault I am sorry and I will forfeit the original bill and we can not work together again. I also said I would fix the error no matter their decision.

I haven't heard a response and I am really stressing that I made a fundamental error here and opened myself up to a lawsuit I can't afford. I am not even a freelancer, I was just referred from my employer to help these guys as they were looking to cut costs on the project... 

Like I said, I am stressed, any advice on how to deal with this? 
","['contracts', 'canada', 'small-projects', 'referral']"
852,"I find myself with the enviable problem of having more work than time, and as such, I'm attempting to steamline tasks and increase efficiency, along with raising my rates. One issue that has cropped up more and more frequently is client communication. I have about two dozen clients currently, with between 10-20 who are active in any given month (with billable hours) and a few who I only hear from once or twice a year for a quick fix or update. 

I've been at this a dozen years, and personal emails have always sufficed to communicate information effectively prior to now. However, there are times when  a mass email would be much more time-efficient than firing off two dozen similar emails, such as:


Letting clients know I'll be on vacation/unavailable
Informing them of big software updates, tech industry changes (mobilegeddon, etc), and new features available
Giving a heads-up on rate hikes


I currently have an almost-empty MailChimp list that I started because I felt like I should have one, and I've considered moving my client list there so I can communicate with them en masse. I can even personalize the emails by integrating it with my invoicing software to include their account information. 

However, is that too impersonal? Is moving to something like a CRM a better option for communicating with current clients? If you have a decent number of clients, how do you handle group communications? What I don't want to do is send out an email and BCC everyone. That's not my style and I personally dislike getting BCCed on emails, so I won't do it to anyone else. On the other hand, I also don't want to copy &amp; paste two dozen emails, either, and recognize that there must be a happy medium.
","['communication', 'client-support', 'company-management']"
853,"I've been working as a front-end web developer for over six years. Of that time, I've spent a year freelancing. Most of my work has been for big clients and corporate sites. But, I feel like I'm done with them. Often, the sites are bland.  Even when they're for well-known brands, I don't feel proud telling others about them. 

I would love to do work for the music and entertainment industry, such as festivals and bands, that are open to more experimental work. 

Besides googling and finding what companies are working in these areas, how would one enter such an industry? I'm pretty sure networking is one of the most important pieces of the puzzle. How can I effectively find the right people, and reach out to them? What else am I missing?
","['attracting-clients', 'web-development', 'changes']"
854,"When I'm developing a website, the contract with my customer specifies that if I do something wrong, I'll fix it for free. That's the warranty for my work.

However, nothing is really free. If I'm working, I deserve to be paid. The warranty is just something to protect the customer from being over charged and that's fine. But, errors happens and if there is just a few errors, I want to put this risk in my final cost. How can I achieve that?

For example, let's say that I have to do a task and I estimate that I need 10 hours to complete it and I have set an hourly of $ 100. My costumers want a breakdown of my estimative and I have created one first just for myself:


Task1: understanding the problem - 2h
Task2: creating the solution - 6h 
Task3: documentation - 1h 
Task4: delivering the solution - 1h
Total: 10h


However, if I do something wrong, for example, I may need to work 4 hours for free to fix it.

So, I would like to charge for this work at least 12h to be fair with my customer and avoid working many hours for free. The question is: how can I show this to my customer if my contract says that I must disclose my estimates?

Option 1: add a taks for ""risk""


Task1: understanding the problem - 2h
Task2: creating the solution - 6h 
Task3: documentation - 1h 
Task4: delivering the solution - 1h
Task5: 20% of risk - 2h
Total: 12h


Problem: my customer don't want to pay for risk. He says that my hourly rate is too high and he is already paying for it. However, I never said that my hourly rate considers the risks of the job.

Option 2: raise my hourly rate in 20%

For example, if I charge $ 100, I need to charge $ 120. 

Problem: increasing the hourly rate is dangerous and I don't want to loose costumers for freelancers that charges a lower hourly rate but have charges much more hours than needed to complete a task.

Option 3: increase the estimates of each task to add a hidden risk


Task1: understanding the problem - 2h
Task2: creating the solution - 8h 
Task3: documentation - 1h 
Task4: delivering the solution - 1h
Total: 12h


Problem: raising the estimates of tasks have a downside: the customer will think that I have a low performance. I'm currently using this strategy, but my customer keeps complaining that I'm overly charging him saying that I need much more hours than I need to complete a task.

Question: which option is better? How do you charge warranty?
","['price', 'price-per-hour', 'estimation', 'billable-hours']"
855,"I've had a client approach me to develop an application that would interface with an existing web API. 

Normally my perspective is that the freelancer shouldn't bill the client for any time spent learning common tools. However, the existing web API the client wants to access is a specialty API and is only useful in specialty applications. I don't expect I would ever need the API again, and I am highly doubtful that the client will find another freelancer that is already familiar with the API.

What is the normal thing to do in such a situation? Do I include the time spent learning specialty tools in my proposal for the project, silently bump up the rate, or something else?
","['price', 'billable-hours']"
856,"I'm considering doing handyman jobs on canal boats, as a self employed trader. But some boaters don't have a fixed address. Do I absolutely have to put an address for them on the invoice?

It seems a bit insensitive to ask someone who lives on a boat for an address: their home is a boat, it doesn't have an address.
",['invoices']
857,"On fixed-price projects I've generally worked for 50% up-front, which I believe is more or less standard for software development-related freelancing. I'll sometimes ask for less than 50% if the budget is high. 

Is up-front payment still a standard when escrow is available, or does escrow entirely replace the up-front system? Please note I am not asking whether up-front payment is standard in general or what percentage to charge, just whether it's still a standard when escrow is used for the payments.
",['payment-terms']
858,"I am a freelancer based in the Philippines, and was hired by a UK-based company towards the beginning of September. While I was hired, I neither signed a contract nor signed an NDA.

After a month of working, I demanded my monthly salary of $400, and the client promised that it would be added into my PayPal account on October 6th (even though the payroll was due at the month's end). After several follow-up emails and several unpleasant conversations, the client sent only $300 to my account, and I never asked him for the balance again.

Recently, the client threatened that he will be filing charges against me for taking information from a server that he granted me access (information that had been sent to me as a task to incorporate to the server). In addition, the client also accused me of spreading lies that salaries were always delayed (which I heard about from his UK staff's team manager). However, most of the newly-hired staff had also been talking about salary delays.

Is it possible for him to file a case against me? Do I have anything to worry about?
","['legal', 'working-from-home']"
859,"What are the ways of protecting your income while working as a freelancer?

I did contract work for a company day and night for 4 months, full-time.

They were supposed to pay those 4 months of fees when everything was finished.
I took care of every single detail on their website, a TV commercial, designing, SEO and social media. And it takes a while to do the final touches.

After 4 months, when I sent an invoice for $4000, they responded by locking me out of their FTP, cPanel and client portal and stopped responding to my emails.

I don't have any other way to generate my revenue. I am married, I have a family to support, and so on. I am under a great of stress.

We didn't sign a physical contract, but instead worked under spoken agreement; the company is from Arizona, USA and I reside in Pakistan. This company was introduced to me through an established contact.

What can I do here to defend myself, and get my funds from them?

I know I can always hurt their company reputation through google, reviews and probably launch a website against them but what I'm looking for are the funds which I worked for.
","['freelance-websites', 'legal', 'working-from-home']"
860,"Hi I'm Matteo from Italy, i'm in the second year of math college and doing well in it. I have great programming skills and I work in my free time ( few ) as a freelance fullstack web developer, but I know also many non-web programming languages. I'm passionate about technology and in particular artificial intelligence and machine learning. The problem right now is that I don't see the value of studying maths no more. I'm asking myself why I'm using the great part of my time and energies in college, while I see a great potential and a great amount of things I would like to learn and things I would like to try around me. And I simply doesn't have time for them. Websites like Udacity or Coursera are full of great courses also specific ones about AI. If I drop out I'll also be able to work both as a freelancer and on my ideas and get a lot more practical experience.

This is a really hard choice, I hope that some of you can help me decide, Thank You :)
",['programmer']
861,"I am working as full time freelancer since 2013 as mobile app developer.
I mostly work on Upwork,Elance and couple of other sites.

Recently Elance closes my account even though i have 5 star ratings on all projects.
Most of my projects are long term so taking much time to complete.

I talked to the support but they always mentioned my low client satisfaction but how its a low client satisfaction if i have 5 star ratings on all projects.

Also i am not able to withdraw my account balance as well.

This is the email i received earlier.



What should i do now ? Thanks
",['freelance-websites']
862,"I'm a freelance graphic designer that is hiring freelance help to get some of my overflow projects done.

I'm trying to figure out how much to pay them. This may be a dumb question... but will I still need to pay taxes on the income I generate from their work--and then turn around and pay to them?

I charge $75/hr and was thinking of paying my freelancer $50/hr. But I'm worried that I'm actually going to lose money after taxes are considered (Roughly 40% of my income goes to taxes) I know there is a tax write-off for money spent on hired help... but, not sure if that would mean I don't pay taxes on what I pay them?

Anyone have any insight? I'm in Michigan, and freelancing without an LLC (at the moment... just started). I also need an accountant. I know. :)

Thanks!
","['taxes', 'design', 'friends-services']"
863,"I just wonder that if I got too many jobs which I can not handle at the same time, can I transfer some of them to my friend? if so, should I notify the client? of course I will make sure the finally output have the same quality 
","['contracts', 'legal', 'communication']"
864,"I'm doing a freelance gig for a doughnut shop that has 3 locations and is about to open up a 4th making an android and iOS app. They want me to show all locations, have the app link to the nearest location based on your location, set up per-orders through square,  show the menu and other information about the business and offer coopons as well as a few more things. But this is my first freelance job for apps, and I'm not sure how much I should charge for this. Can anyone give me a quote?
","['pay-rate', 'price', 'negotiation', 'price-per-hour']"
865,"I have the same story as this, but I do have time logs in google docs like:



an NDA signed by me (don't have a copy signed by the other party, though) + email correspondence.

We had the project back in 2013, so it's 2.5 years. The customer is of Finnish origin, but resides in Canada. At least the NDA had been signed between us and a Canadian entity from Vancouver, BC. Two unpaid paypal invoices for $2775 + $2499. Is there any chances/ways to get it? What are they? I'm willing to sell it to collections or anyone else with a significant discount, but would anyone be interested or there is no chances at all after 2.5 yrs?
","['freelance-websites', 'legal', 'working-from-home']"
866,"I have been doing part time freelancing for that last 3 years. I generally work 2-4 hours daily as freelancer. I have another full time job in professional company.

Now some time I feel that I should leave full time job and should concentrate full time on freelancing because I am getting more money than my full time job salary by part time freelancing. Also I achieved TOP RATED FREELANCER badge in freelancing site. I also always having interest in freelancing, learn something new, work with different clients etc.I never get bored or tired when do work for clients. So should I take decision to leave full time job?
","['contracts', 'attracting-clients', 'project-management', 'outsourcing', 'growth']"
867,"I've got a job offer from the company in Ireland to work as an independent software engineer contractor (not an employee). The Agreement contains clauses that I indemnify the company from lots of (obvious) things, like this: 


  You will indemnify %Company%, its officers, directors, and employees against all claims, actions, liabilities, losses, damages and expenses (including legal expenses) suffered or incurred by %Company% as a result of or arising out of any third party allegation that the Services or any Deliverables infringe or misappropriate any third party Intellectual Property Rights. 


But it doesn't contain anything in reply. I expected an Assignment to contain something like this:


  In no event will You be responsible or liable, directly or indirectly, in any way for any loss or damage of any kind incurred by %Company% as a result of, or in connection with, the Services provided by You to %Company%.


But it does not, and the company refused to add such a clause.

Well, at least it doesn't contain the opposite, so I'm still thinking of signing the Assignment. Is it a good idea? Do contracts generally contain clauses like the one I want?
","['contracts', 'software']"
868,"For the past few months I've been doing a lot of freelancing projects for people for little to no money. I figure it looks better on my portfolio if I make stuff FOR other people, rather than just making random websites and applications.

Now, I don't want to seem like a downer here. But let me just say this so you know where I'm coming from: NEVER EVER WORK FOR FREE. But you probably already know that; you're probably smarter than me.

A lot of people seem to think you can just ask a charity or small business if they need help with a website, you start from scratch, and build the perfect site for them. But it hardly ever works that way. In my experience, 99% of the time they already have a website using a do-it-yourself tool like Squarespace or Wix. Now, my job is not about coding, it's about explaining to them why those files can't be modified, why they have to pay for a different host, and why I need their secure information so I can set up their paypal on the new site I create.

So I guess my question is, how do I explain these things to my clients? And in a polite manner? I feel like I've really backed myself into a corner here.
","['freelance-websites', 'attracting-clients', 'communication', 'design', 'web-development']"
869,"So let me tell my backstory. After graduating college, a few months after, I found a work-from-home job through Craigslist. It was my first ever job. It paid $15/hr and I was supposed to get about 20 hours a week. Things went well for the first year.

In that time I was able to find another job that was basically the same (working from home) but they were paying me $20/hr. Fast forward and the ""manager"" from the first company leaves because the owner can't really afford him anymore. After he left things started going downhill.

Around my 1-year mark I asked for a raise and even told him I had another job that paid $20/hr. He was pretty miffed by it but raised my pay to $18/hr but pretty much told me I wouldn't get a raise for a long time.

Over the last year though I have gotten barely any hours, maybe 1 or 2 a week. He also NEVER pays me on time, which has always been twice a month on two certain days. I'm usually left begging for my pay and continually emailing. Several times I have waited a month for my paycheck.

Company B that does pay $20/hr is ran by a much nicer owner who does pay me on time, but the hours are horrible too and I can barely make $60 in a month.

I'm a freelance web designer and since my first job, things have been picking up for myself client-wise. For 2016 I'm rebranding myself and really focusing on my business. My rate with my clients is $40/hr but I really don't have enough clients to completely quit the company jobs, but I feel like I'm not being respected by the owner and not getting enough hours to even care.

I'm basically asking for advice. Do I quit those jobs and keep my pride? Or perhaps tell them that my business model has changed and my rate is $40/hr and is not negotiable? It's not like I'm working 20 hours a week anymore so if I were making $40/hr it would at least make those 1 or 2 hours worth it for me.

I also have a contract with Company A (the bad guy) but it was signed by the manager who left. It also states I will be paid twice a month, and that hasn't been met all the time, so the contract is null?

Sorry for the long post! I've been dealing with this for a while and wanted an outside perspective.
",['working-from-home']
870,"A client has approached me with a rather unusual request.

Instead of hiring my services as a freelance web developer, they already got a small team working on their first product, they have decided to hire me as their project coordinator.

Since the client doesn't have the necessary knowledge to analyse the work being created by the small team in question, they have asked me to act as their project coordinator, meaning, my role would be to supervise this team's activity and make sure everything goes according to plan and that the team is creating a good product (in terms of code and style), and additionally, not being liable for any delay from the part of the small team.

I think this would be a good opportunity to learn a lot from a different perspective and ways to work and dealing with a team, and, since this would be my first time on this role, I would like to ask if any you fellow designers/developers would have any tips about it?

The point I am really struggling to get to a conclusion, is about the rate that should be charged in for performing such role.

Should it be less or more than my rate as a freelance web developer? — due to its responsibilities and managing more people than only myself?

Any advice would be highly appreciated.
","['pay-rate', 'project-management', 'web-development']"
871,"I'm looking to set up a Ltd company within the UK, but I'm concerned about my personal privacy in specific circumstances. It's not for dodgy reasons, I'd just rather not be ""searchable"" by specific people.

Is there a way when setting up a Ltd company in the UK (as a director) to avoid one's personal address being made public?
",['uk']
872,"What are the easiest ways to collect payment online and i prefer a way to get the cheapest rates online as well, so i get to keep most of my hard earned money!

Edit for more context - i am starting a service, for which i would like to collect online payment, target market is the US.
","['contracts', 'freelance-websites', 'attracting-clients', 'payments']"
873,"I have a California-based LLC through which I provide design services.
If a company in France wanted to pay me for these services, would that be possible?

And what would be a good way to:

-Bill them

-Collect the fees after job is done

-Making sure they can process the invoice in their accounting

(in case this would be any different from handling business with a European client).
","['billing', 'foreign-markets', 'llc']"
874,"When I offer services, I generally use a contract template that I've used for all of my dealings. This handles payment terms (hourly rate or project rate, payment net 30, etc), deliverable terms, and any legal issues that I'm aware of (such as code ownership, etc).

I've only used this contract in the context of local business (in America).

What considerations do I need to take if I'm writing a contract for someone who is in, say, Australia?
",['contracts']
875,"I was offered a contract to build a hybrid mobile app, but I've only ever done native development. Essentially, my question is this: Is it ethical to accept a contract if you will need to essentially learn every required framework/technology on the job? Is it reasonable to include time spent learning in the quote?
","['contracts', 'payments']"
876,"As a freelancer, FreshBooks has traditionally been the 800-pound gorilla but waht other programs are people using the track jobs and revenue (assuming that you are small enough still that you aren't using something like QuickBooks.)

I have been working on a free FreshBooks alternative and I want to make sure I am covering all my bases in terms of the features that people need to have. For example, Wave is free but doesn't have autobilling. FreshBooks has a great autobilling feature but doesn't do time tracking, etc. Seems pretty fragmented to me and would be interesting in putting all the features in one place.

Here are the software programs I have tried:

Wave Accounting: is very good option as it has double-entry bookkeeping for your more stringent accounting and has payroll integration. It is missing time tracking and autobilling.

FreshBooks: doesn't have time tracking but does do autobilling. They recently removed their free option so I am not sure how to compare them to free options.

NutCache: is free and a good option but no autobilling. 

Invoiceto.me : free invoicing but it a one-off deal where you  aren't saving any of the information that you put into the invoice.

I am wondering is autobilling not a necessary feature because consulting is mostly one-off jobs and there isn't a need to process the same charge to the same customer month after month?
","['invoices', 'estimation', 'time-tracking', 'accounting']"
877,"I'm a full time software developer in a US company with H1 visa in Texas, USA. A few  weeks ago I developed a small software (for around $6,000) for a  European company as a side work (freelance work). Now, they want to get an invoice to pay my money. I  don't want to do anything illegal. I want to report it to IRS and pay the tax of it.


Can I send a hand made invoice with my name and address? Is it legal  or should I setup a company or get a DBA status? As I said I want to  report it to IRS as an additional income but I don't know how to do.
How can I get my money? Should I give them my bank account or should I  accept the payment from PayPal or other methods of payment?
Do I need to pay any tax to European Union in addition to USA?
As far as I can know, there is no VAT in Texas, is there any applicable tax for EU? In other words, for $6,000 service agreement,  should I add any VAT amount to invoice?

","['taxes', 'invoices', 'usa', 'accounting', 'eu']"
878,"I am French and have lived in the UK for the past 4 years. I have just left my job and my house to travel in Europe and Australia and have no fixed address in the UK. As a matter of fact, I don't know at this point if I will come back to the UK at all.

I am wondering if I can use any address in the UK (e.g. a friend's) to register as self-employed? Will it cause them any issues?

Thanks for your help!
","['uk', 'registration']"
879,"Are there times that you've given a quote to a client and underestimated it? And also took you 1.5 more than the hours you have estimated? If you are in the situation do bill the client of the time? 

I know it sounds like you are inefficient if you tell them that you have underestimated the project. But that is why it is called an estimate in the first place right?
","['estimation', 'billing', 'billable-hours']"
880,"Im a c++ programmer for more than 2years and resigned my work. Now I want to be a freelancer which I will focus on web development using php. What is the proper way to put it on a cover letter? My idea is ""Recently quit my job and currently self studying and training to be a web developer. With 2years of experience is c++ programming."" but I think it is not convincing to be hired. Is there a way to make it more competitive and convincing?
","['resume', 'growth']"
881,"I'm in a dilemma if I should charge a client or not.

First off, I was hired by a client to fix their site. I have very limited access on their site and their hosting is very poorly managed by a systems administrator. So instead of fixing it myself I had to walkthrough with the client to fix the issues via screen share and tried to fix it from there. However when I needed more access to their files I can't get in and told them that they need to contact their system admin to give me access. Unfortunately that admin can't figure out the problem and the client thought they'd transfer hosting instead.

Long story short their hosting decided to fix the problem themselves because they don't want the client to move to another hosting because of it. So the problem is fixed by them and not me. I've spent a couple of hours communicating with the client and back and forth emails. I'd say the price I quoted them has already exceeded the time I alloted for them. Do you think it's still proper to charge this client?
","['client-support', 'billable-hours']"
882,"I just started working with a new client who is overseas (as many of my clients are) and I'll be doing work on their website. 

They gave me their login information along with their FTP information so that I can access their server via my Mac. Normally I only have server access when working on-site, so connecting to someones FTP is something I've never done with my personal computer.

My question is - If I connect to their server, will they be able to see any of my files, use any of my files, or have any access to my computer?
",['webmasters']
883,"Whilst I have experience in app design and development, I'm somewhat new to the business side of freelancing.

I'm creating a web-based app for a client that will be used to manage his customer records.  I'm charging a one off fee to build this web based application.

The client has emailed me today to say that he would like to allow other business owners (in the same field) to use this same app for a small fee each month (therefore generating extra income for my client).

Should I charge more for the integration of this functionality, negotiate a commission agreement (i get x% of the income he receives from the app I've built) or do I simply finish the project without requesting higher payment?

How would this Scenario typically go?

Thanks in advanced guys.
","['freelance-websites', 'pay-rate', 'negotiation']"
884,"This question is specific to Florida, US.

An LLC was formed in Aug of 2014. It failed to file an annual report. I just realized this and found that the LLC had become inactive. The state website, sunbiz.org, allowed it to be reinstated for just $100 more than the report fee. Elsewhere the site states that there is a $400 fee for filing late. 


Will that $400.00 still be charged?
Does the owner lose the liability protection for business conducted during the inactive period? (My understanding is ""yes"")
Is there anything else specific to this situation, besides avoiding a repeat, that should be considered?

","['usa', 'llc']"
